"naics_code","federal_action_obligation","awarding_agency_name","awarding_sub_agency_name","award_description","funding_office_name","recipient_name","recipient_county_name","recipient_congressional_district","recipient_zip_4_code","implan_code","CewEmpRatio","CewWagesRatio","CewAvgRatio","SourceYear"
237130,778483,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE AIR FORCE","SPECTRUM BEACON TOWER","412TH TW DRP(ACQ)","TASHJIAN TOWERS CORPORATION","FRESNO",21,936259762,NA,NA,NA,NA,NA
237130,1137350,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","X015 MIRAMAR - PRECISION APPROACH RADAR (PAR) INFRASTRUCTURE","COMMANDING OFFICER","SYNERGY ELECTRIC COMPANY, INC.","SAN DIEGO",50,920714573,NA,NA,NA,NA,NA
237130,1440231.11,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","UESC BOA BUY DOWN","DEFENSE FINANCE AND ACCOUNTING SERV","SOUTHERN CALIFORNIA EDISON COMPANY","LOS ANGELES",27,917703714,NA,NA,NA,NA,NA
237130,5082425,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","SAN NICOLAS ISLAND BATTERY ENERGY STORAGE SYSTEM (BESS)","NAVFAC SOUTHWEST","TRI-TECHNIC, INC.","TUOLUMNE",4,953704809,NA,NA,NA,NA,NA
237310,-2007588.93,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","MACCNAICS 237310AIRFIELD PAVINGGRP49 - PC29 DEDUCT FY12 FUNDS","NAVFAC SOUTHWEST","HAL HAYS CONSTRUCTION, INC.","RIVERSIDE",41,925011729,NA,NA,NA,NA,NA
237310,-134250,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","MATERIAL FOR SEALING AND PAINTING","NAVAL SURFACE WARFARE CENTER","E.M. OIL TRANSPORT, INC.","LOS ANGELES",38,906406022,NA,NA,NA,NA,NA
237310,-66151.48,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","P222- F-35 VERTICAL LANDING PADS AND TAXIWAY AT MCAS MIRAMAR","MCAS MIRAMAR","GRANITE CONSTRUCTION COMPANY","SANTA CRUZ",20,950765123,NA,NA,NA,NA,NA
237310,-39993,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","SAN JACINTO ROAD EXTENSION MCB CP","NAVFAC SOUTHWEST","HAL HAYS CONSTRUCTION, INC.","RIVERSIDE",41,925072309,NA,NA,NA,NA,NA
237310,-5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","DE-OBLIGATE MINIMUM CONTRACT GUARANTEE","NAVFAC SOUTHWEST","VLJM, LLC","ORANGE",39,928324415,NA,NA,NA,NA,NA
237310,-5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","DEOBLIGATE MINIMUM GUARANTEE AMOUNT OF $5000.","NAVY CRANE CENTER","BALDI BROS. INCORPORATED","RIVERSIDE",36,922232827,NA,NA,NA,NA,NA
237310,-5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","MINIMUM CONTRACT GUARANTEE  P00001 - DEOBLIGATION OF MINIMUM GUARANTEE","NAVFAC SOUTHWEST","VLJM, LLC","SAN DIEGO",53,921083545,NA,NA,NA,NA,NA
237310,-2000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","NO COST SETTLEMENT OF MINIMUM GUARANTEE","NAVFAC SOUTHWEST","AC LOPEZ CONSTRUCTION, INC.","SAN DIEGO",49,920543124,NA,NA,NA,NA,NA
237310,-443.7,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","DE-OB MOD","NAVAL POSTGRADUATE SCHOOL","KRITZ EXCAVATING AND TRUCKING, INC.","SAN LUIS OBISPO",24,934462883,NA,NA,NA,NA,NA
237310,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","OBLIGATE MINIMUM GUARANTEE","NAVFAC SOUTHWEST","C J W CONSTRUCTION, INC.","ORANGE",46,927013878,NA,NA,NA,NA,NA
237310,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","OBLIGATE MINIMUM GUARANTEE","NAVFAC SOUTHWEST","MARTIN BROTHERS CONSTRUCTION","SACRAMENTO",6,958263250,NA,NA,NA,NA,NA
237310,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","OBLIGATE MINIMUM GUARANTEE","NAVFAC SOUTHWEST","ROMERO GENERAL CONSTRUCTION CORP.","SAN DIEGO",50,920261347,NA,NA,NA,NA,NA
237310,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","OBLIGATE MINIMUM GUARANTEE FOR PAVING MACC FOR NAVFAC SW AOR","NAVFAC SOUTHWEST","DE LA FUENTE CONSTRUCTION, INC.","SAN DIEGO",51,919507927,NA,NA,NA,NA,NA
237310,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","OBLIGATE MINIMUM GUARANTEE PAVING MACC FOR NAVFAC SW AOR","NAVFAC SOUTHWEST","ACCESS GENERAL CONTRACTING, INC.","ORANGE",47,926833192,NA,NA,NA,NA,NA
237310,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","OBLIGATION OF MINIMUM GUARANTEE FOR PAVING MACC FOR NAVFAC SW AOR","NAVFAC SOUTHWEST","PORTILLO CONCRETE, INC.","SAN DIEGO",53,919451518,NA,NA,NA,NA,NA
237310,5240,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE AIR FORCE","THE COST ASSOCIATED WITH (DE)MOBILIZATION COSTS WITH THE GOVERNMENT DELAY.","F1H3A8 9 CES CERF","S.T. RHOADES CONSTRUCTION INCORPORATED","SHASTA",1,960023902,NA,NA,NA,NA,NA
237310,16385.86,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","X007 MIRAMAR - GUARDRAIL AT PLESS AVE","NAVFAC SOUTHWEST","EXCEL CONCRETE CONSTRUCTION, INC.","RIVERSIDE",50,925903677,NA,NA,NA,NA,NA
237310,18540,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE AIR FORCE","MISCELLANEOUS CONSTRUCTION MATERIALS","F1H3AF 9 CES CEO","SPECIALIZED GOVERNMENT SOURCING, INC.","ORANGE",48,926564235,NA,NA,NA,NA,NA
237310,24016.59,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","WO 9791915: FLIGHTLINE WATER LEAK","COMMANDING OFFICER","VLJM, LLC","SAN DIEGO",53,921083545,NA,NA,NA,NA,NA
237310,27572.72,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","WO#11037640 - SURVEY BASILONE STUART MESA ROAD AND VANDEGRIFT RO","SUPPLY OFFICER","COMMAND PERFORMANCE CONSTRUCTORS, INC.","SAN DIEGO",49,920544168,NA,NA,NA,NA,NA
237310,28770,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","BASE YEAR PERFORMANCE PERIOD","NAVAL BASE CORONADO","GRANITE CONSTRUCTION COMPANY","SANTA CRUZ",20,950765123,NA,NA,NA,NA,NA
237310,34364,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","CD - ROADS WHITE RD JOHNSON RD CD001 ADDITIONAL LIGHT SENSORS CD002 RAIL UNDER JOHNSON RD","US ARMY ENGINEER DISTRICT SACRAMENT","STUDEBAKER BROWN ELECTRIC, INC.","SACRAMENTO",6,956603033,NA,NA,NA,NA,NA
237310,49768.27,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","WO 10751042 AND 10924584 P00002: ADDITIONAL CONCRETE WORK","SUPPLY OFFICER","VLJM, LLC","SAN DIEGO",53,921083545,NA,NA,NA,NA,NA
237310,50579,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","R00001 SM001 SM002","W075 ENDIST LOS ANGELES","HEFFLER CONTRACTING GROUP","SAN DIEGO",53,920215464,NA,NA,NA,NA,NA
237310,71301.79,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","X003 MIRAMAR - ASPHALT TALBOT AVE JOC IDIQ TASK ORDER AWARD N6247321F4175.","NAVFAC SOUTHWEST","EXCEL CONCRETE CONSTRUCTION, INC.","RIVERSIDE",50,925903677,NA,NA,NA,NA,NA
237310,73176.92,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","X004 ROADPAVEMENT EVALUATION FROM PARCEL 19 TO WHARF 3 & 4 FOR X","NAVSEA HQ","VLJM, LLC","ORANGE",39,928324415,NA,NA,NA,NA,NA
237310,104002.44,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","WO 10751042 AND 10924584","SUPPLY OFFICER","VLJM, LLC","SAN DIEGO",53,921083545,NA,NA,NA,NA,NA
237310,104948.38,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","WO#9793529 - PAVE OLD ARMORY SITE AND STRIPE LOT ACCORDING TO STR","NAVFAC SOUTHWEST","COMMAND PERFORMANCE CONSTRUCTORS, INC.","SAN DIEGO",49,920544168,NA,NA,NA,NA,NA
237310,153579.26,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","WO#11052608 - GRIND ASPHALT AT THE TOP OF RATTLE SNAKE CANYON ROA","NAVFAC SOUTHWEST","COMMAND PERFORMANCE CONSTRUCTORS, INC.","SAN DIEGO",49,920544168,NA,NA,NA,NA,NA
237310,154526.04,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","REA #2 FOR TASK ORDER NUMBER 1. VARIOUS EXTRA WORK ITEMS","US ARMY ENGINEER DISTRICT SACRAMENT","MARTIN BROTHERS CONSTRUCTION","SACRAMENTO",6,958263250,NA,NA,NA,NA,NA
237310,221113.78,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","MCAS MIRAMAR - ASPHALT ON EOD TASK ORDER AWARD N6247321F4146 POP: 90 DAYS.","NAVFAC SOUTHWEST","EXCEL CONCRETE CONSTRUCTION, INC.","RIVERSIDE",50,925903677,NA,NA,NA,NA,NA
237310,280137.59,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","RINQUIST ROAD (ROADWORK)AND ELECTRICAL WORK","US ARMY ENGINEER DISTRICT SACRAMENT","MARTIN BROTHERS CONSTRUCTION","SACRAMENTO",6,958263250,NA,NA,NA,NA,NA
237310,320689,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","CD-ROADS WHITE RD JOHNSON RD  CD004 TAYLOR RAMP","US ARMY ENGINEER DISTRICT SACRAMENT","STUDEBAKER BROWN ELECTRIC, INC.","SACRAMENTO",6,956603033,NA,NA,NA,NA,NA
237310,326067.2,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","WO 10981661: SLURRY SEAL 64 AREA CAMP ROADS","SUPPLY OFFICER","VLJM, LLC","SAN DIEGO",53,921083545,NA,NA,NA,NA,NA
237310,327695.26,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","X006 MIRAMAR - JOINT SEALS AT 24R & MIKE TAXIWAY","NAVFAC SOUTHWEST","EXCEL CONCRETE CONSTRUCTION, INC.","RIVERSIDE",50,925903677,NA,NA,NA,NA,NA
237310,368501.98,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","X004 MIRAMAR - ASPHALT ON BOYINGTON","NAVFAC SOUTHWEST","EXCEL CONCRETE CONSTRUCTION, INC.","RIVERSIDE",50,925903677,NA,NA,NA,NA,NA
237310,374613.64,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","WO#10540737 - PREVENT FLOODING AT BLDG. 63245","NAVFAC SOUTHWEST","COMMAND PERFORMANCE CONSTRUCTORS, INC.","SAN DIEGO",49,920544168,NA,NA,NA,NA,NA
237310,399543,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","CR00011 - NEW BOLLARD GATE AND GAP CLOSURE","W075 ENDIST TF BARRIER","CJW JOINT VENTURE","ORANGE",46,927013878,NA,NA,NA,NA,NA
237310,403957,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","NRO PAVING VARIOUS FACILITIES","W075 ENDIST LOS ANGELES","CM CONSTRUCTION SERVICES, INC.","TULARE",22,932919261,NA,NA,NA,NA,NA
237310,547065.49,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","X004 MIRAMAR - ASPHALT ON BOYINGTON","NAVFAC SOUTHWEST","EXCEL CONCRETE CONSTRUCTION, INC.","RIVERSIDE",50,925903677,NA,NA,NA,NA,NA
237310,578115,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","PAVING MACC SEED PROJECTNAVAL AS LEMOORE CA.","NAVFAC SOUTHWEST","COMMAND PERFORMANCE CONSTRUCTORS, INC.","LOS ANGELES",47,907554620,NA,NA,NA,NA,NA
237310,604874.76,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","D7J00220 PAVE TEMPORARY CLPL GATE GUARD BUILDING DRIVEWAY","NAVAL AIR WARFARE CTR WEAPONS DIV","S. CHAVES CONSTRUCTION, INC.","SAN LUIS OBISPO",24,934056491,NA,NA,NA,NA,NA
237310,637749,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","PAVING MACC SEED PROJECTNAVAL AS LEMOORE CA.","NAVFAC SOUTHWEST","COMMAND PERFORMANCE CONSTRUCTORS, INC.","LOS ANGELES",47,907554620,NA,NA,NA,NA,NA
237310,798000,"DEPARTMENT OF VETERANS AFFAIRS (VA)","VETERANS AFFAIRS, DEPARTMENT OF","ROAD TRAFFIC SIGNALS DESIGN.  FOLLOW ON CONSTRUCTION.","OFFICE OF CONSTRUCTION & FACILITIES MGMT (36C10F)","","SACRAMENTO",6,958167011,NA,NA,NA,NA,NA
237310,828583,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","RINQUIST ROAD (ROADWORK)","US ARMY ENGINEER DISTRICT SACRAMENT","MARTIN BROTHERS CONSTRUCTION","SACRAMENTO",6,958263250,NA,NA,NA,NA,NA
237310,1039819,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE AIR FORCE","RE-STRIPING OF 200 RAMP","60 CES","CM CONSTRUCTION SERVICES, INC.","TULARE",22,932919261,NA,NA,NA,NA,NA
237310,1067152,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","R00005 CHG VEHICLE GATE TO BOLLARD STYLE","W075 ENDIST TF BARRIER","CJW JOINT VENTURE","ORANGE",46,927013878,NA,NA,NA,NA,NA
237310,2113390,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","OPTION BID ITEM - SEGMENT 7 (10982293)","NAVFAC SOUTHWEST","MONTANO PIPELINE, INC.","SAN DIEGO",51,919102686,NA,NA,NA,NA,NA
237310,3098000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","PAVING MACC SEED PROJECTNAVAL AS LEMOORE CA.","NAVFAC SOUTHWEST","COMMAND PERFORMANCE CONSTRUCTORS, INC.","LOS ANGELES",47,907554620,NA,NA,NA,NA,NA
237310,4045000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","P576 EXPAND TAXIWAY ALPHA & BRAVO","NAVFAC SOUTHWEST","COFFMAN SPECIALTIES, INC.","SAN DIEGO",52,921267500,NA,NA,NA,NA,NA
237310,6122055,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","R00014 CHG LIGHTING AND CCTV","W075 ENDIST TF BARRIER","CJW JOINT VENTURE","ORANGE",46,927013878,NA,NA,NA,NA,NA
237310,23891337,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","R00005 CHG VEHICLE GATE TO BOLLARD STYLE","W075 ENDIST TF BARRIER","CJW JOINT VENTURE","ORANGE",46,927013878,NA,NA,NA,NA,NA
237990,-6344154,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","FUNDING CITE B","","MALONEY CONSTRUCTION, INC.","MARIN",2,949454114,NA,NA,NA,NA,NA
237990,-1389645.32,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","VARIATION OF ESTIMATED QUANTITIES","US ARMY ENGINEER DISTRICT SACRAMENT","S.T. RHOADES CONSTRUCTION INCORPORATED","SHASTA",1,960023902,NA,NA,NA,NA,NA
237990,-75107,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","DB P1910 MAGAZINES & INERT STORAGE","NAVAL FAC ENGINEEERING CMD PACIFIC","REYES CONSTRUCTION, INC.","LOS ANGELES",35,917665463,NA,NA,NA,NA,NA
237990,-19047,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","DB P1910 MAGAZINES & INERT STORAGE","NAVAL FAC ENGINEEERING CMD PACIFIC","REYES CONSTRUCTION, INC.","LOS ANGELES",35,917665463,NA,NA,NA,NA,NA
237990,-5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","HEAVY HORIZONTAL III MACC","NAVFAC SOUTHWEST","BALDI BROS. INCORPORATED","RIVERSIDE",36,922232827,NA,NA,NA,NA,NA
237990,-5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","HEAVY HORIZONTAL III MACC","NAVFAC SOUTHWEST","HAL HAYS CONSTRUCTION, INC.","RIVERSIDE",41,925011729,NA,NA,NA,NA,NA
237990,-5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","HEAVY HORIZONTAL III MACC","NAVFAC SOUTHWEST","ORION CONSTRUCTION CORPORATION","SAN DIEGO",49,920818316,NA,NA,NA,NA,NA
237990,-5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","HEAVY HORIZONTAL III MACC","NAVFAC SOUTHWEST","REYES CONSTRUCTION, INC.","LOS ANGELES",35,917665463,NA,NA,NA,NA,NA
237990,-5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","WATERFRONT MACC IV - R.E.STAITE","NAVFAC SOUTHWEST","R. E. STAITE ENGINEERING, INC.","SAN DIEGO",51,921132213,NA,NA,NA,NA,NA
237990,-3888.39,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","PL84-99 SITE 0046-11","US ARMY ENGINEER DISTRICT SACRAMENT","K. W. EMERSON, INC.","CALAVERAS",4,95249,NA,NA,NA,NA,NA
237990,-2000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","DE-OBLIGATE MINIMUM GUARANTEE","NAVFAC SOUTHWEST","HEFFLER CONTRACTING GROUP","SAN DIEGO",53,920215464,NA,NA,NA,NA,NA
237990,908.85,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","NB002 REACH 2 VEQ","","PACIFIC DREDGE AND CONSTRUCTION, LLC","SAN DIEGO",51,921132132,NA,NA,NA,NA,NA
237990,3775.81,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","PUMPING PLANT 4","US ARMY ENGINEER DISTRICT SACRAMENT","SYBLON-REID CO.","SACRAMENTO",7,956303223,NA,NA,NA,NA,NA
237990,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","CUTOFF: SB WALL AND SCCB WALL TO (-55'","US ARMY ENGINEER DISTRICT SACRAMENT","MALONEY ODIN JV","MARIN",2,949454114,NA,NA,NA,NA,NA
237990,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","MINIMUM GUARANTEE - WATERFRONT MACC IV - GRANITE-HEALY","NAVFAC SOUTHWEST","GRANITE-HEALY TIBBITTS, A JOINT VENTURE","SANTA CRUZ",20,950765123,NA,NA,NA,NA,NA
237990,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","MINIMUM GUARANTEE - WATERFRONT MACC IV - MARATHON","NAVFAC SOUTHWEST","MARATHON CONSTRUCTION CORPORATION","SAN DIEGO",50,920402740,NA,NA,NA,NA,NA
237990,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","MINIMUM GUARANTEE - WATERFRONT MACC IV - R.E.STAITE","NAVFAC SOUTHWEST","R. E. STAITE ENGINEERING, INC.","SAN DIEGO",51,921132213,NA,NA,NA,NA,NA
237990,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","MINIMUM GUARANTEE - WATERFRONT MACC IV - REYES","NAVFAC SOUTHWEST","REYES CONSTRUCTION, INC.","LOS ANGELES",35,917665463,NA,NA,NA,NA,NA
237990,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","MINIMUM GUARANTEE FOR WATERFRONT MACC IV - DOD MARINE","NAVFAC SOUTHWEST","DOD MARINE CONSTRUCTORS A JV","NAPA",5,945586255,NA,NA,NA,NA,NA
237990,5000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","MINIMUM GUARANTEE FOR WATERFRONT MACC IV - DUTRA GROUP","NAVFAC SOUTHWEST","DUTRA GROUP, THE","MARIN",2,949015595,NA,NA,NA,NA,NA
237990,6801.56,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","AUXILIARY DAM","US ARMY ENGINEER DISTRICT SACRAMENT","FLATIRON/DRAGADOS/SUKUT JOINT VENTURE","SOLANO",5,945101216,NA,NA,NA,NA,NA
237990,7260.63,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","REFERENCE NO. R00019 CD041 POTHOLE ASPHALT MATERIAL ON LEVEE SLOPE","ARMY CORPS OF ENGINEERS CIVIL WORKS","TEICHERT-ODIN, A JOINT VENTURE","SACRAMENTO",7,958645802,NA,NA,NA,NA,NA
237990,11749.56,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","CUTOFF: SB WALL AND SCCB WALL TO (-55'","US ARMY ENGINEER DISTRICT SACRAMENT","MALONEY ODIN JV","MARIN",2,949454114,NA,NA,NA,NA,NA
237990,11829.77,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","MARYSVILLE RING LEVEE -PHASE 3 SEGMENT C","","GREAT LAKES ENVIRONMENTAL & INFRASTRUCTURE, LLC","PLACER",4,957655874,NA,NA,NA,NA,NA
237990,12016,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","SITE 0521-41 FEDERAL FUNDING","US ARMY ENGINEER DISTRICT SACRAMENT","ODIN CONSTRUCTION SOLUTIONS, INC.","PLACER",4,956773334,NA,NA,NA,NA,NA
237990,16600,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","MARYSVILLE RING LEVEE -PHASE 3 SEGMENT C","","GREAT LAKES ENVIRONMENTAL & INFRASTRUCTURE, LLC","PLACER",4,957655874,NA,NA,NA,NA,NA
237990,20000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","MARYSVILLE RING LEVEE -PHASE 3 SEGMENT C","","GREAT LAKES ENVIRONMENTAL & INFRASTRUCTURE, LLC","PLACER",4,957655874,NA,NA,NA,NA,NA
237990,20533.5,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","MARYSVILLE RING LEVEE -PHASE 3 SEGMENT C","US ARMY ENGINEER DISTRICT SACRAMENT","GREAT LAKES ENVIRONMENTAL & INFRASTRUCTURE, LLC","PLACER",4,957655874,NA,NA,NA,NA,NA
237990,21353.18,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","UNISON 1068693-------PHASE 2 LUZON SYSTEM","0020 EN HHC    HHC EN BDE","AMERICAN CLASSIC CONSTRUCTION INC.","LOS ANGELES",30,913111366,NA,NA,NA,NA,NA
237990,22915,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","SITE 0521-41 FEDERAL FUNDING","US ARMY ENGINEER DISTRICT SACRAMENT","ODIN CONSTRUCTION SOLUTIONS, INC.","PLACER",4,956773334,NA,NA,NA,NA,NA
237990,24604,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","WN001 STABILITY OF SUBGRADE","W075 ENDIST LOS ANGELES","EMPIRE EQUIPMENT SERVICE, INC.","RIVERSIDE",41,925093922,NA,NA,NA,NA,NA
237990,25000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","PUMPING PLANT 4","","SYBLON-REID CO.","SACRAMENTO",7,956303223,NA,NA,NA,NA,NA
237990,25212.14,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","X011 OLDTOWN-3 PDET DECOMMISSIONING FUEL OIL TANK","NAVAL BASE POINT LOMA","LEAD BUILDERS, INC.","VENTURA",26,913201211,NA,NA,NA,NA,NA
237990,26235.92,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","PL84-99 SITE 0046-11 CD005 VARIATION IN ESTIMATED QUANTITIES.","US ARMY ENGINEER DISTRICT SACRAMENT","K. W. EMERSON, INC.","CALAVERAS",4,95249,NA,NA,NA,NA,NA
237990,27793,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","R00002 +$27793.00+20CD","W075 ENDIST LOS ANGELES","VICTOR CONCRETE, INC.","RIVERSIDE",41,925091726,NA,NA,NA,NA,NA
237990,30000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","MARYSVILLE RING LEVEE -PHASE 3 SEGMENT C","","GREAT LAKES ENVIRONMENTAL & INFRASTRUCTURE, LLC","PLACER",4,957655874,NA,NA,NA,NA,NA
237990,30000,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","R00003 WN007 CALURPA SURVEY AT ENTRENCE CHANNEL","W075 ENDIST LOS ANGELES","PACIFIC DREDGE AND CONSTRUCTION, LLC","SAN DIEGO",51,921132132,NA,NA,NA,NA,NA
237990,31324.17,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","CONVENTIONAL CUTOFF WALLS","US ARMY ENGINEER DISTRICT SACRAMENT","NORDIC INDUSTRIES, INC.","YUBA",3,959617404,NA,NA,NA,NA,NA
237990,38675,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","SARM LSAR CHANNEL REACH 9 PHASE 5B","W075 ENDIST LOS ANGELES","RAL INVESTMENT CORPORATION","SAN DIEGO",52,921264333,NA,NA,NA,NA,NA
237990,43850.13,"DEPARTMENT OF HOMELAND SECURITY (DHS)","U.S. CUSTOMS AND BORDER PROTECTION","EXTEND PERIOD OF PERFORMANCE AND EQUIPMENT BUY.","OFFICE OF FACILITIES  ASSET MNGT","HERNANDEZ BUILDERS, INC.","SAN DIEGO",50,919012770,NA,NA,NA,NA,NA
237990,44655.68,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE NAVY","X010 N63406-BA PDES - NEW CONCRETE SLAB  DTXBC9","NAVFAC SOUTHWEST","LEAD BUILDERS, INC.","VENTURA",26,913201211,NA,NA,NA,NA,NA
237990,47175,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","R00005 CLIN 0005 INTERIM QTY VARIATION","W075 ENDIST LOS ANGELES","PACIFIC DREDGE AND CONSTRUCTION, LLC","SAN DIEGO",51,921132132,NA,NA,NA,NA,NA
237990,51359.21,"DEPARTMENT OF DEFENSE (DOD)","DEPT OF THE ARMY","CUTOFF: SB WALL AND SCCB WALL TO (-55'","US ARMY ENGINEER DISTRICT SACRAMENT","MALONEY ODIN JV","MARIN",2,949454114,NA,NA,NA,NA,NA
